learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
11000.0,0.186841528,9.268918439249198E-10,11000.0,1.0,1.0,1.0,?,1.0,1.7976931348623157E308,?,1.0,?,11000.0,19176.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
12000.0,0.198924858,9.868353701010347E-10,12000.0,1.0,1.0,1.0,?,1.0,1.7976931348623157E308,?,1.0,?,12000.0,19176.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
13000.0,0.214842735,1.0658014892600477E-9,13000.0,1.0,1.0,1.0,?,1.0,1.7976931348623157E308,?,1.0,?,13000.0,19176.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
14000.0,0.238330737,1.2987449379824102E-9,14000.0,0.4977497749774977,-0.4977497749774977,0.9997,-1.3335111341161276E-4,1.0,9999.0,0.0,0.9997999799979999,-3.1999999999972024,14000.0,38336.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
15000.0,0.261455491,1.6554868421931234E-9,15000.0,0.8418607310831868,-0.09773054015744331,0.9989,-5.093502145885664E-4,1.0,1427.5714285714287,0.0,0.9995997198038628,-1.357142857143095,15000.0,59632.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
16000.0,0.279635678,1.9359496972482237E-9,16000.0,0.9101742439415181,-0.006835111248280179,0.9982,-6.226096238702635E-4,1.0,713.2857142857143,0.0,0.9995994392149009,-1.0571428571429804,16000.0,59632.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
17000.0,0.295695923,2.1837085440403056E-9,17000.0,0.9091156190094704,-0.006583250979837918,0.9982,-6.226096238702635E-4,1.0,713.2857142857143,0.0,0.9995994392149009,-1.1857142857144167,17000.0,59632.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
18000.0,0.309693036,2.3996397814092536E-9,18000.0,0.9086006122857715,-0.006476525905159125,0.9982,-6.226096238702635E-4,1.0,713.2857142857143,0.0,0.9995994392149009,-1.3142857142857796,18000.0,59632.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
19000.0,0.323891563,2.618678200540857E-9,19000.0,0.9069983691453749,-0.0060980289642662555,0.9982,-6.226096238702635E-4,1.0,713.2857142857143,0.0,0.9995994392149009,-1.4428571428572117,19000.0,59632.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
20000.0,0.338579612,2.845268397755507E-9,20000.0,0.906511973906326,-0.005983092235315568,0.9982,-6.226096238702635E-4,1.0,713.2857142857143,0.0,0.9995994392149009,-1.5714285714284808,20000.0,59632.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
21000.0,0.355444687,3.1054432290275066E-9,21000.0,0.906054190151927,-0.005885468364699942,0.9982,-6.226096238702635E-4,0.906511973906326,713.2857142857143,0.0,0.9995994392149009,-1.6999999999998834,21000.0,59632.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
22000.0,0.371567412,3.3541659448482097E-9,22000.0,0.9053389030356785,-0.005721233966027639,0.9982,-6.226096238702635E-4,0.906511973906326,713.2857142857143,0.0,0.9995994392149009,-1.8285714285713737,22000.0,59632.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
23000.0,0.387342321,3.5975229585232834E-9,23000.0,0.9050527881891791,-0.005661565672264723,0.9982,-6.226096238702635E-4,0.906511973906326,713.2857142857143,0.0,0.9995994392149009,-1.9571428571428702,23000.0,59632.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
24000.0,0.403083116,3.840353700942877E-9,24000.0,0.9377074812641049,0.029975634630703074,0.9985,-3.4678688608607016E-4,0.906511973906326,768.2307692307693,0.0,0.99979973966156,-1.5714285714282723,24000.0,59632.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
25000.0,0.422674635,4.1534149246166146E-9,25000.0,0.9879528622898318,0.07192298557377241,0.9992,0.0,0.906511973906326,1249.0,0.0,1.0,-0.33333333333327164,25000.0,61768.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
26000.0,0.442243909,4.4661206859639946E-9,26000.0,0.9712971297129713,0.001971711129371778,0.9999,0.0,0.906511973906326,9999.0,0.0,1.0,0.8266666666666718,26000.0,61768.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
27000.0,0.462856561,4.796906810680197E-9,27000.0,0.8025574338968358,-0.15914912344038357,0.9996,-1.5002250357418483E-4,0.906511973906326,3332.3333333333335,0.0,0.9998999699909973,0.3647058823530283,27000.0,62032.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
28000.0,0.47945485,5.144410771483348E-9,28000.0,0.797889366810043,-0.15821945768478052,0.9995,-2.4005761370095893E-4,0.906511973906326,3332.3333333333335,0.0,0.9997999399819946,0.17647058823531564,28000.0,80928.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
29000.0,0.495044079,5.470821183015488E-9,29000.0,0.8461384553821528,-0.10536262229119187,0.9994,-2.6673779679047834E-4,0.906511973906326,2499.0,0.0,0.9997999199679872,0.03333333333319024,29000.0,80936.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
30000.0,0.510455165,5.7935016005920855E-9,30000.0,0.8412239895958383,-0.10439487281840143,0.9994,-2.6673779679047834E-4,0.906511973906326,2499.0,0.0,0.9997999199679872,0.0,30000.0,80936.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
31000.0,0.527741515,6.155446672884539E-9,31000.0,0.8379476790716287,-0.10373037598469304,0.9994,-2.6673779679047834E-4,0.8412239895958383,2499.0,0.0,0.9997999199679872,-0.033333333333441684,31000.0,80936.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
32000.0,0.544100922,6.506887754622018E-9,32000.0,0.9942687461237536,0.8806126318481028,0.9982,0.9293235161079546,0.8412239895958383,72.52941176470588,0.9392412030454216,0.9997972424979724,0.6159999999999913,32000.0,83040.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
33000.0,0.561093128,6.871922945551987E-9,33000.0,0.9960483070320819,0.9199511272014029,0.998,0.9484757052645463,0.8412239895958383,48.01960784313726,0.9597876449492903,0.9995916700694161,0.6972477064220185,33000.0,83040.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
34000.0,0.577589223,7.226300428259289E-9,34000.0,0.9961261199048832,0.919895424231715,0.9979,0.9460328490338339,0.8412239895958383,48.01960784313726,0.9597386349334313,0.9994895875867701,0.6724770642201842,34000.0,83040.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
35000.0,0.595163745,7.60384522696129E-9,35000.0,0.9962585309366344,0.9243178506588523,0.9979,0.9460325716558957,0.8412239895958383,48.26108374384236,0.9620505161533429,0.9993875676227416,0.6628440366972516,35000.0,83040.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
36000.0,0.613668071,8.001364546962495E-9,36000.0,0.9961934159999718,0.9242164012132463,0.9978,0.9436017462950198,0.8412239895958383,48.26108374384236,0.9620013855700484,0.9992854955598652,0.6366972477064275,36000.0,83040.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
37000.0,0.631489559,8.384214794584031E-9,37000.0,0.9990668151232814,0.9357508446407887,0.998,0.9484749884712785,0.8412239895958383,48.75124378109453,0.9667756858623343,0.9992856413919787,0.6605504587155951,37000.0,83040.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
38000.0,0.646388102,8.704272854648943E-9,38000.0,0.9991617583071478,0.9358857714469954,0.9981,0.9509299041428586,0.8412239895958383,48.75124378109453,0.9668250501905783,0.9993876926216961,0.6688073394495386,38000.0,83040.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
39000.0,0.661361515,9.025939310041979E-9,39000.0,0.9994913265306122,0.9405779632515654,0.9982,0.9533968516984251,0.8412239895958383,49.0,0.9692391293153193,0.9993877551020408,0.6779816513761444,39000.0,83040.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
40000.0,0.676741428,9.356338404688155E-9,40000.0,0.9995020408163265,0.9406247387315028,0.9982,0.9533968516984251,0.8412239895958383,49.0,0.9692391293153193,0.9993877551020408,0.6697247706421947,40000.0,83040.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
41000.0,0.694299609,9.733532157736933E-9,41000.0,0.9995244897959183,0.9406541671828736,0.9982,0.9533968516984251,0.9995020408163265,49.0,0.9692391293153193,0.9993877551020408,0.6614678899082527,41000.0,83040.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
42000.0,0.710374494,1.007886099350742E-8,42000.0,0.9996979460330245,0.999227720632226,0.9994,0.9574448769305806,0.9995020408163265,146.05882352941177,0.9996979004009408,0.9993958920660492,0.8844036697247619,42000.0,83040.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
43000.0,0.726626497,1.042799476802142E-8,43000.0,1.0,1.0,0.9996,0.0,0.9995020408163265,1.7976931348623157E308,?,0.9996,0.9211009174312018,43000.0,83040.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
44000.0,0.742256437,1.0763765069542245E-8,44000.0,0.48614861486148614,-0.48614861486148614,0.9996,-1.5002250357418483E-4,0.9995020408163265,9999.0,0.0,0.9996999699969997,0.9196347031963567,44000.0,83040.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
45000.0,0.760771559,1.1161516314693208E-8,45000.0,0.4872987298729873,-0.4872987298729873,0.9997,-1.3335111341161276E-4,0.9995020408163265,9999.0,0.0,0.9997999799979999,0.9383561643835687,45000.0,83040.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
46000.0,0.777956558,1.1530693182669993E-8,46000.0,0.486998699869987,-0.486998699869987,0.9998,-1.0001000150268746E-4,0.9995020408163265,9999.0,0.0,0.9998999899989999,0.9579908675799131,46000.0,83040.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
47000.0,0.802877523,1.2189583886725205E-8,47000.0,0.48239647929585916,-0.48239647929585916,0.9995,-2.4005761370095893E-4,0.9995020408163265,4999.0,0.0,0.9996999399879976,0.8931818181818293,47000.0,102200.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
48000.0,0.823463684,1.2733865784118985E-8,48000.0,0.4822964592918584,-0.4822964592918584,0.9995,-2.4005761370095893E-4,0.9995020408163265,4999.0,0.0,0.9996999399879976,0.8909090909091041,48000.0,102200.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
49000.0,0.841294256,1.3205292076752001E-8,49000.0,0.47909581916383276,-0.47909581916383276,0.9994,-2.6673779679047834E-4,0.9995020408163265,4999.0,0.0,0.9995999199839968,0.866363636363628,49000.0,102200.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
50000.0,0.859944165,1.3698535386754405E-8,50000.0,0.5997774109643857,-0.3583020007246758,0.9991,-4.446420632754266E-4,0.9995020408163265,2499.0,0.0,0.999499799919968,0.7972972972972946,50000.0,102232.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
51000.0,0.87913143,1.420599041500646E-8,51000.0,0.5933998599439776,-0.35448027603016297,0.9991,-4.446420632754266E-4,0.5997774109643857,2499.0,0.0,0.999499799919968,0.7932432432432391,51000.0,102232.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
52000.0,0.896811768,1.4673591004214765E-8,52000.0,0.9709069767852196,0.9042178353268007,0.9989,0.9054300354207518,0.5997774109643857,174.43859649122808,0.9639346206783411,0.9992959871266217,0.7920000000000011,52000.0,102232.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
53000.0,0.915126924,1.5157980937090598E-8,53000.0,0.991558179008639,0.972565843664808,0.9989,0.9726745006389201,0.5997774109643857,48.01960784313726,0.9897937112375339,0.9992854226214781,0.8618483412322282,53000.0,102232.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
54000.0,0.934951274,1.5682285265473443E-8,54000.0,0.9939717144737682,0.9795828336322896,0.9989,0.9726745549430242,0.5997774109643857,48.26108374384236,0.9921779910917625,0.9991834234969889,0.859241706161139,54000.0,102232.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
55000.0,0.965950261,1.6502130711078643E-8,55000.0,0.9938349479658748,0.9796107720558381,0.9989,0.9726745549430242,0.5997774109643857,48.26108374384236,0.9921779910917625,0.9991834234969889,0.8566350710900488,55000.0,102232.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
56000.0,0.992802629,1.7212308485872215E-8,56000.0,0.99382891414935,0.979620699921003,0.9989,0.9726745549430242,0.5997774109643857,48.26108374384236,0.9921779910917625,0.9991834234969889,0.8540284360189592,56000.0,102232.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
57000.0,1.018960104,1.7918562305143307E-8,57000.0,0.9959723628272182,0.9451335986882703,0.9984,0.9607216416389865,0.5997774109643857,46.39336492890995,0.9733360927145596,0.9994892225967923,0.7883990719257467,57000.0,104368.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
58000.0,1.044947589,1.86202263814542E-8,58000.0,0.9953141619934165,0.9450099818065616,0.9984,0.9607216416389865,0.5997774109643857,46.39336492890995,0.9733360927145596,0.9994892225967923,0.784686774941989,58000.0,104368.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
59000.0,1.065372589,1.917170293867588E-8,59000.0,0.9953020582634827,0.9450977540674242,0.9985,0.9630897519434488,0.5997774109643857,46.39336492890995,0.9733858326585181,0.9995913780774338,0.7946635730858552,59000.0,104368.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
60000.0,1.081393043,1.9604256418090725E-8,60000.0,0.9980628631215368,0.9563421641803554,0.9988,0.970261299095498,0.5997774109643857,46.84688995215311,0.9780820975902504,0.9996935961597385,0.8329466357308611,60000.0,104368.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
61000.0,1.100127637,2.0110091884434222E-8,61000.0,0.9976146699742205,0.9516700268351806,0.9986,0.9654689319047348,0.9980628631215368,46.61904761904762,0.9757006858644319,0.999591419816139,0.8023148148148198,61000.0,104368.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
62000.0,1.117562038,2.058082204064975E-8,62000.0,0.9967534883660735,0.9358504027873121,0.9988,0.9601754140263526,0.9980628631215368,62.69426751592356,0.9675306116311463,0.9997968099156761,0.8277777777777812,62000.0,104368.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
63000.0,1.153178708,2.1719016197398305E-8,63000.0,0.8389352235987525,-0.09359246468167803,0.9982,-6.226096238702635E-4,0.9980628631215368,713.2857142857143,0.0,0.9995994392149009,0.739908256880729,63000.0,123528.0,11.0,6.0,6.0,5.0,0.0,0.0,1.0
64000.0,1.178977493,2.2543462344054133E-8,64000.0,0.8295077394065978,-0.09300759686932258,0.9983,-4.943619200740432E-4,0.9980628631215368,713.2857142857143,0.0,0.9996995794111756,0.7504587155963252,64000.0,123528.0,11.0,6.0,6.0,5.0,0.0,0.0,1.0
65000.0,1.197129339,2.312353692855065E-8,65000.0,0.8282309519040943,-0.09368656214371063,0.9983,-4.943619200740432E-4,0.9980628631215368,713.2857142857143,0.0,0.9996995794111756,0.7465596330275176,65000.0,123528.0,11.0,6.0,6.0,5.0,0.0,0.0,1.0
66000.0,1.21544853,2.3708959320721526E-8,66000.0,0.8210601985637035,-0.09280530342218152,0.9983,-4.943619200740432E-4,0.9980628631215368,713.2857142857143,0.0,0.9996995794111756,0.7426605504587107,66000.0,123528.0,11.0,6.0,6.0,5.0,0.0,0.0,1.0
67000.0,1.232843284,2.426483968126277E-8,67000.0,0.6222311155577789,-0.2652698724915761,0.9992,-3.7514067783437954E-4,0.9980628631215368,1999.0,0.0,0.9996998499249625,0.8770642201834836,67000.0,123528.0,11.0,6.0,6.0,5.0,0.0,0.0,1.0
68000.0,1.250580567,2.4831666166366386E-8,68000.0,0.6270635317658829,-0.2673353263437437,0.9992,-3.7514067783437954E-4,0.9980628631215368,1999.0,0.0,0.9996998499249625,0.8752293577981612,68000.0,123528.0,11.0,6.0,6.0,5.0,0.0,0.0,1.0
69000.0,1.26917057,2.5425742838568983E-8,69000.0,0.6942216694543323,-0.18590435270376382,0.9989,-5.093502145885664E-4,0.9980628631215368,1427.5714285714287,0.0,0.9995997198038628,0.8267123287671242,69000.0,123528.0,11.0,6.0,6.0,5.0,0.0,0.0,1.0
70000.0,1.291663221,2.614453558191036E-8,70000.0,0.6918414318594445,-0.1853304252485738,0.9989,-5.093502145885664E-4,0.9980628631215368,1427.5714285714287,0.0,0.9995997198038628,0.8242009132420105,70000.0,123528.0,11.0,6.0,6.0,5.0,0.0,0.0,1.0
71000.0,1.321470812,2.709709026776254E-8,71000.0,0.6987748566853941,-0.18566492517814204,0.999,-4.2017647400899E-4,0.6918414318594445,1427.5714285714287,0.0,0.999699789852897,0.8382687927107063,71000.0,123528.0,11.0,6.0,6.0,5.0,0.0,0.0,1.0
72000.0,1.349626724,2.7996862607970833E-8,72000.0,0.6902903460994124,-0.18249746082150675,0.999,-4.2017647400899E-4,0.6918414318594445,1427.5714285714287,0.0,0.999699789852897,0.8359908883826871,72000.0,123528.0,11.0,6.0,6.0,5.0,0.0,0.0,1.0
73000.0,1.377775062,2.8896392907512683E-8,73000.0,0.8876996432263012,0.003970137268338281,0.9996,-1.5002250357418483E-4,0.6918414318594445,3332.3333333333335,0.0,0.9998999699909973,0.9334851936218754,73000.0,123528.0,11.0,6.0,6.0,5.0,0.0,0.0,1.0
74000.0,1.40574876,2.9790342274655896E-8,74000.0,0.9015371278050082,0.004022440362892343,0.9996,-1.5002250357418483E-4,0.6918414318594445,3332.3333333333335,0.0,0.9998999699909973,0.9325740318906685,74000.0,123528.0,11.0,6.0,6.0,5.0,0.0,0.0,1.0
75000.0,1.434076177,3.0695595362751434E-8,75000.0,0.907072121636491,0.004027819740159422,0.9996,-1.5002250357418483E-4,0.6918414318594445,3332.3333333333335,0.0,0.9998999699909973,0.9316628701594614,75000.0,123528.0,11.0,6.0,6.0,5.0,0.0,0.0,1.0
76000.0,1.462736786,3.161149619493634E-8,76000.0,0.9051048647927712,0.004004346211467058,0.9996,-1.5002250357418483E-4,0.6918414318594445,3332.3333333333335,0.0,0.9998999699909973,0.9307517084282536,76000.0,123528.0,11.0,6.0,6.0,5.0,0.0,0.0,1.0
77000.0,1.493858833,3.2606056664555024E-8,77000.0,0.9985052922761591,0.9793833151528591,0.9994,0.9849154662729926,0.6918414318594445,48.01960784313726,0.9900464610976935,0.999795835034708,0.9278124999999943,77000.0,123528.0,11.0,6.0,6.0,5.0,0.0,0.0,1.0
78000.0,1.522016613,3.350588870003199E-8,78000.0,0.9978326423386745,0.9745712901492487,0.9993,0.982443732161577,0.6918414318594445,47.78048780487805,0.9876287513181052,0.9997958141909137,0.9148205928237084,78000.0,123528.0,11.0,6.0,6.0,5.0,0.0,0.0,1.0
79000.0,1.550069561,3.4417640038606606E-8,79000.0,0.9950848836606071,0.9685419088708602,0.9992,0.9829235628790698,0.6918414318594445,40.1522633744856,0.9854409558771307,0.999897509480373,0.9071953010278974,79000.0,125632.0,11.0,6.0,6.0,5.0,0.0,0.0,1.0
80000.0,1.601370988,3.656564070617573E-8,80000.0,0.9866704489706646,0.908950795339795,0.9957,0.9472296291641962,0.6918414318594445,21.573363431151243,0.9547681331054039,0.9995814586167208,0.6095346197502858,80000.0,161848.0,15.0,8.0,8.0,7.0,0.0,0.0,1.0
81000.0,1.636448461,3.803434128287973E-8,81000.0,0.9862414181955558,0.9107708829491444,0.9957,0.9472291887874548,0.9866704489706646,21.624434389140273,0.9557975735573551,0.9994768780079515,0.6046538024971643,81000.0,161848.0,15.0,8.0,8.0,7.0,0.0,0.0,1.0
82000.0,1.660144663,3.902650584225647E-8,82000.0,0.9858456444531553,0.9106150161104704,0.9957,0.9472291887874548,0.9866704489706646,21.624434389140273,0.9557975735573551,0.9994768780079515,0.5997729852440419,82000.0,161848.0,15.0,8.0,8.0,7.0,0.0,0.0,1.0
83000.0,1.678959927,3.981430458384877E-8,83000.0,0.9864795452199906,0.9105887182602134,0.9957,0.9472291887874548,0.9866704489706646,21.624434389140273,0.9557975735573551,0.9994768780079515,0.5948921679909225,83000.0,161848.0,15.0,8.0,8.0,7.0,0.0,0.0,1.0
84000.0,1.703034681,4.082231918865816E-8,84000.0,0.9858574797923418,0.9104238203356625,0.9957,0.9472291887874548,0.9866704489706646,21.624434389140273,0.9557975735573551,0.9994768780079515,0.5900113507378009,84000.0,161848.0,15.0,8.0,8.0,7.0,0.0,0.0,1.0
85000.0,1.735244497,4.217095041231357E-8,85000.0,0.9851942273843237,0.9103215232219077,0.9957,0.9472291887874548,0.9866704489706646,21.624434389140273,0.9557975735573551,0.9994768780079515,0.5851305334846794,85000.0,161848.0,15.0,8.0,8.0,7.0,0.0,0.0,1.0
86000.0,1.76684845,4.349421403501598E-8,86000.0,0.9854731655215434,0.9083980884499284,0.9956,0.9460627393312716,0.9866704489706646,21.573363431151243,0.954718159635264,0.9994768232709009,0.5709750566893476,86000.0,161848.0,15.0,8.0,8.0,7.0,0.0,0.0,1.0
87000.0,1.798505052,4.481968208152802E-8,87000.0,0.9741864695888434,0.8380854743371506,0.9958,0.904530873806182,0.9866704489706646,40.32231404958678,0.9179486119383741,0.9995900799344127,0.585714285714289,87000.0,161848.0,15.0,8.0,8.0,7.0,0.0,0.0,1.0
88000.0,1.831074629,4.6183376567812856E-8,88000.0,0.9739718927395034,0.840905250709708,0.9953,0.894307253760637,0.9866704489706646,40.49377593360996,0.9195681879205437,0.9989753048468081,0.5310657596371828,88000.0,161848.0,15.0,8.0,8.0,7.0,0.0,0.0,1.0
89000.0,1.862376279,4.7493982705455284E-8,89000.0,0.9728244175591072,0.8316342537892498,0.9957,0.8843602323982838,0.9866704489706646,48.75124378109453,0.9137657960441905,0.9989794877028269,0.5660997732426318,89000.0,161848.0,15.0,8.0,8.0,7.0,0.0,0.0,1.0
90000.0,1.900838518,4.910703094412677E-8,90000.0,0.9817662430238323,0.9201816887968239,0.9988,0.8977022213962651,0.9866704489706646,174.43859649122808,0.9638861122808227,0.9991954138589962,0.8848614072494689,90000.0,162112.0,17.0,9.0,9.0,7.0,0.0,0.0,1.0
91000.0,1.93446754,5.051738135834329E-8,91000.0,0.9945566280449233,0.9757471052409566,0.9987,0.9675516901575799,0.9817662430238323,48.504950495049506,0.9895946918809628,0.9990814451928965,0.8907663896583593,91000.0,162112.0,17.0,9.0,9.0,7.0,0.0,0.0,1.0
92000.0,1.971073243,5.223151291743957E-8,92000.0,0.9942314960216169,0.9748733560207821,0.9978,0.9462462274625095,0.9817662430238323,48.504950495049506,0.98913967092417,0.998162890385793,0.8131117266851364,92000.0,181008.0,17.0,9.0,9.0,7.0,0.0,0.0,1.0
93000.0,2.003885364,5.3768002795177626E-8,93000.0,0.9940943191073547,0.974725610347333,0.9977,0.9439343280846123,0.9817662430238323,48.504950495049506,0.9890891001185987,0.9980608287405593,0.8024930747922461,93000.0,181008.0,17.0,9.0,9.0,7.0,0.0,0.0,1.0
94000.0,2.036043706,5.5273878229680584E-8,94000.0,0.9942466536917011,0.9749037210513077,0.9977,0.9439343280846123,0.9817662430238323,48.504950495049506,0.9890891001185987,0.9980608287405593,0.8003693444136678,94000.0,181008.0,17.0,9.0,9.0,7.0,0.0,0.0,1.0
95000.0,2.067310059,5.675500305838884E-8,95000.0,0.9958826084165644,0.9737809327971327,0.9974,0.9564514205546607,0.9817662430238323,32.11258278145695,0.9873740103761811,0.9980408331614766,0.7912087912087877,95000.0,183112.0,17.0,9.0,9.0,7.0,0.0,0.0,1.0
96000.0,2.097645648,5.819203647451476E-8,96000.0,0.9961632514089372,0.9770279661659017,0.9975,0.9580605310677529,0.9817662430238323,32.222591362126245,0.9890129066266252,0.9980410351582637,0.7971259509721085,96000.0,183112.0,17.0,9.0,9.0,7.0,0.0,0.0,1.0
97000.0,2.126581337,5.956275494026228E-8,97000.0,0.9960812139758902,0.9769636635371485,0.9974,0.956451610201712,0.9817662430238323,32.222591362126245,0.988961819929795,0.9979379317455408,0.7868131868131834,97000.0,183112.0,17.0,9.0,9.0,7.0,0.0,0.0,1.0
98000.0,2.155154622,6.091630589170382E-8,98000.0,0.9965347319773693,0.9777913074176763,0.998,0.966181838226765,0.9817662430238323,32.222591362126245,0.9892683005383393,0.9985565522218786,0.8343195266272195,98000.0,183112.0,17.0,9.0,9.0,7.0,0.0,0.0,1.0
99000.0,2.18412336,6.228858992841716E-8,99000.0,0.9966571886884937,0.9779019945134309,0.998,0.966181838226765,0.9817662430238323,32.222591362126245,0.9892683005383393,0.9985565522218786,0.8326289095519861,99000.0,183112.0,17.0,9.0,9.0,7.0,0.0,0.0,1.0
100000.0,2.213794991,6.369417085377707E-8,100000.0,0.9993108714526303,0.9874911164761171,0.9984,0.9671798237966781,0.9817662430238323,39.816326530612244,0.9931962395619628,0.9986673500768837,0.8647506339813994,100000.0,183112.0,17.0,9.0,9.0,7.0,0.0,0.0,1.0
