learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes),member weight 1,member weight 2,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
2868000.0,706.91905062,7.207783553436927E-4,2868000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2868000.0,2815160.0,0.0051273499980210606,0.994872650001979,2868000.0,0.0,1395088.0,1970734.8834381555
2869000.0,707.199998284,7.209829650056213E-4,2869000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2869000.0,9.0530064E7,0.0051273499980210606,0.994872650001979,2869000.0,0.0,1395088.0,1970734.8834381555
2870000.0,709.623738495,7.227481359919712E-4,2870000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2870000.0,2815160.0,0.0051273499980210606,0.994872650001979,2870000.0,0.0,1395088.0,1970734.8834381555
2871000.0,709.965683417,7.2299716897517E-4,2871000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2871000.0,2815160.0,0.0051273499980210606,0.994872650001979,2871000.0,0.0,1395088.0,1970734.8834381555
2872000.0,710.245448426,7.232009173284966E-4,2872000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2872000.0,2815160.0,0.0051273499980210606,0.994872650001979,2872000.0,0.0,1395088.0,1970734.8834381555
2873000.0,710.496410046,7.233836886371958E-4,2873000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2873000.0,2815160.0,0.0051273499980210606,0.994872650001979,2873000.0,0.0,1395088.0,1970734.8834381555
2874000.0,710.852846277,7.236432754075063E-4,2874000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2874000.0,2815160.0,0.0051273499980210606,0.994872650001979,2874000.0,0.0,1395088.0,1970734.8834381555
2875000.0,711.192712318,7.238907943751317E-4,2875000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2875000.0,2815160.0,0.0051273499980210606,0.994872650001979,2875000.0,0.0,1395088.0,1970734.8834381555
2876000.0,711.410669482,7.240495290697222E-4,2876000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2876000.0,2815160.0,0.0051273499980210606,0.994872650001979,2876000.0,0.0,1395088.0,1970734.8834381555
2877000.0,711.646537708,7.242213081024945E-4,2877000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2877000.0,2815160.0,0.0051273499980210606,0.994872650001979,2877000.0,0.0,1395088.0,1970734.8834381555
2878000.0,711.959937691,7.244495522660412E-4,2878000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2878000.0,2815160.0,0.0051273499980210606,0.994872650001979,2878000.0,0.0,1395088.0,1970734.8834381555
2879000.0,712.255009901,7.246644486074916E-4,2879000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2879000.0,2815160.0,0.0051273499980210606,0.994872650001979,2879000.0,0.0,1395088.0,1970734.8834381555
2880000.0,712.575263241,7.249093313124365E-4,2880000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2880000.0,2815160.0,0.0051273499980210606,0.994872650001979,2880000.0,0.0,1395088.0,1970734.8834381555
2881000.0,712.830515184,7.250952271943252E-4,2881000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2881000.0,2815160.0,0.0051273499980210606,0.994872650001979,2881000.0,0.0,1395088.0,1970734.8834381555
2882000.0,713.063908482,7.252652037768683E-4,2882000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2882000.0,2815160.0,0.0051273499980210606,0.994872650001979,2882000.0,0.0,1395088.0,1970734.8834381555
2883000.0,713.383424002,7.254979017875845E-4,2883000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2883000.0,2815160.0,0.0051273499980210606,0.994872650001979,2883000.0,0.0,1395088.0,1970734.8834381555
2884000.0,713.596357702,7.256529779741948E-4,2884000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2884000.0,2815160.0,0.0051273499980210606,0.994872650001979,2884000.0,0.0,1395088.0,1970734.8834381555
2885000.0,713.810383468,7.258088494948965E-4,2885000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2885000.0,2815160.0,0.0051273499980210606,0.994872650001979,2885000.0,0.0,1395088.0,1970734.8834381555
2886000.0,714.075284763,7.260017728445437E-4,2886000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2886000.0,2815160.0,0.0051273499980210606,0.994872650001979,2886000.0,0.0,1395088.0,1970734.8834381555
2887000.0,714.321726267,7.261812522255099E-4,2887000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2887000.0,2815160.0,0.0051273499980210606,0.994872650001979,2887000.0,0.0,1395088.0,1970734.8834381555
2888000.0,714.623344942,7.264009162520565E-4,2888000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2888000.0,2815160.0,0.0051273499980210606,0.994872650001979,2888000.0,0.0,1395088.0,1970734.8834381555
2889000.0,714.903515362,7.266049598596895E-4,2889000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2889000.0,2815160.0,0.0051273499980210606,0.994872650001979,2889000.0,0.0,1395088.0,1970734.8834381555
2890000.0,715.243154758,7.268523137654091E-4,2890000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2890000.0,2815160.0,0.0051273499980210606,0.994872650001979,2890000.0,0.0,1395088.0,1970734.8834381555
2891000.0,715.58667836,7.271024964758435E-4,2891000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2891000.0,2815160.0,0.0051273499980210606,0.994872650001979,2891000.0,0.0,1395088.0,1970734.8834381555
2892000.0,715.94675314,7.352885483196509E-4,2892000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2892000.0,2815160.0,0.0051273499980210606,0.994872650001979,2892000.0,0.0,1395088.0,1970734.8834381555
2893000.0,718.474758412,7.371296538718144E-4,2893000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2893000.0,2815160.0,0.0051273499980210606,0.994872650001979,2893000.0,0.0,1395088.0,1970734.8834381555
2894000.0,718.780919027,7.37352625720162E-4,2894000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2894000.0,2815160.0,0.0051273499980210606,0.994872650001979,2894000.0,0.0,1395088.0,1970734.8834381555
2895000.0,719.04522344,7.375451143702552E-4,2895000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2895000.0,2815160.0,0.0051273499980210606,0.994872650001979,2895000.0,0.0,1395088.0,1970734.8834381555
2896000.0,719.387168405,7.377941473847701E-4,2896000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2896000.0,2815160.0,0.0051273499980210606,0.994872650001979,2896000.0,0.0,1395088.0,1970734.8834381555
2897000.0,719.71188182,7.380306309387564E-4,2897000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2897000.0,2815160.0,0.0051273499980210606,0.994872650001979,2897000.0,0.0,1395088.0,1970734.8834381555
2898000.0,720.023521293,7.382575929512049E-4,2898000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2898000.0,2815160.0,0.0051273499980210606,0.994872650001979,2898000.0,0.0,1395088.0,1970734.8834381555
2899000.0,720.307719644,7.384645700361569E-4,2899000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2899000.0,2815160.0,0.0051273499980210606,0.994872650001979,2899000.0,0.0,1395088.0,1970734.8834381555
2900000.0,720.650513257,7.387142211073515E-4,2900000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2900000.0,2815160.0,0.0051273499980210606,0.994872650001979,2900000.0,0.0,1395088.0,1970734.8834381555
2901000.0,721.003538866,7.389713239765522E-4,2901000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2901000.0,2934176.0,0.0051273499980210606,0.994872650001979,2901000.0,0.0,1395088.0,1970734.8834381555
2902000.0,721.352423874,7.392254113126863E-4,2902000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2902000.0,2815160.0,0.0051273499980210606,0.994872650001979,2902000.0,0.0,1395088.0,1970734.8834381555
2903000.0,721.586454894,7.394050046521179E-4,2903000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2903000.0,2966328.0,0.0051273499980210606,0.994872650001979,2903000.0,0.0,1470672.0,2077626.8013365634
2904000.0,721.855661136,7.396010632253784E-4,2904000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2904000.0,2815160.0,0.0051273499980210606,0.994872650001979,2904000.0,0.0,1395088.0,1970734.8834381555
2905000.0,722.097273533,7.397770256454394E-4,2905000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2905000.0,2815160.0,0.0051273499980210606,0.994872650001979,2905000.0,0.0,1395088.0,1970734.8834381555
2906000.0,722.439664101,7.400263831854474E-4,2906000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2906000.0,2815160.0,0.0051273499980210606,0.994872650001979,2906000.0,0.0,1395088.0,1970734.8834381555
2907000.0,722.739661963,7.402448667999727E-4,2907000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2907000.0,2815160.0,0.0051273499980210606,0.994872650001979,2907000.0,0.0,1395088.0,1970734.8834381555
2908000.0,723.078247492,7.404914531913178E-4,2908000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2908000.0,8.8390776E7,0.0051273499980210606,0.994872650001979,2908000.0,0.0,1395088.0,1970734.8834381555
2909000.0,725.397893002,7.421808136823003E-4,2909000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2909000.0,2815160.0,0.0051273499980210606,0.994872650001979,2909000.0,0.0,1395088.0,1970734.8834381555
2910000.0,725.659801887,7.423715577079062E-4,2910000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2910000.0,2815160.0,0.0051273499980210606,0.994872650001979,2910000.0,0.0,1395088.0,1970734.8834381555
2911000.0,725.93742784,7.425737482211755E-4,2911000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2911000.0,2815160.0,0.0051273499980210606,0.994872650001979,2911000.0,0.0,1395088.0,1970734.8834381555
2912000.0,726.161492466,7.42736930882043E-4,2912000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2912000.0,2815160.0,0.0051273499980210606,0.994872650001979,2912000.0,0.0,1395088.0,1970734.8834381555
2913000.0,726.408782501,7.429170282344797E-4,2913000.0,1.0,1.0,1.0,?,1.0,0.0,?,?,1.0,2913000.0,2815160.0,0.0051273499980210606,0.994872650001979,2913000.0,0.0,1395088.0,1970734.8834381555
