learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes),member weight 1,member weight 2,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
68000.0,5.997260357,8.508936276235619E-7,68000.0,0.9921160580290145,0.48966106435070567,0.9997,0.666518452645616,0.9975233577951433,1999.0,0.774557919064154,0.9998999499749875,0.953211009174317,68000.0,950120.0,0.7797699378821314,0.22023006211786858,68000.0,0.0,462568.0,651952.4522539969
69000.0,6.096323971,8.763037213878852E-7,69000.0,0.9938528398450344,0.5893349595113484,0.9996,0.7140855741876829,0.9975233577951433,1427.5714285714287,0.8450696758686872,0.9997998599019313,0.9369863013698697,69000.0,991504.0,0.7973295310983515,0.20267046890164847,69000.0,0.0,483260.0,681215.3592866209
70000.0,6.188062539,8.999727606827374E-7,70000.0,0.9940100927792311,0.5893352383173258,0.9996,0.7140855741876829,0.9975233577951433,1427.5714285714287,0.8450696758686872,0.9997998599019313,0.9360730593607376,70000.0,997312.0,0.7973295310983515,0.20267046890164847,70000.0,0.0,486164.0,685322.2354717524
71000.0,6.285210316,9.253416048593365E-7,71000.0,0.9950250889908651,0.610889674641105,0.9996,0.7140855741876829,0.9940100927792311,1427.5714285714287,0.8450696758686872,0.9997998599019313,0.9353075170842897,71000.0,1009416.0,0.8138233266192538,0.18617667338074612,71000.0,0.0,492216.0,693881.0559512343
72000.0,6.446034622,9.677471221792245E-7,72000.0,0.9942531200411717,0.6108818508393813,0.9996,0.7140855741876829,0.9940100927792311,1427.5714285714287,0.8450696758686872,0.9997998599019313,0.9343963553530822,72000.0,1019232.0,0.8138233266192538,0.18617667338074612,72000.0,0.0,497124.0,700822.0161153615
73000.0,6.556062937,9.968673458218618E-7,73000.0,0.9999333133273315,0.8577341322314512,0.9999,0.8570938607522384,0.9940100927792311,3332.3333333333335,0.9999499837446857,0.9998999699909973,0.9833712984054689,73000.0,1023040.0,0.8138233266192538,0.18617667338074612,73000.0,0.0,499028.0,703514.6787381199
74000.0,6.65428134,1.0228619442230342E-6,74000.0,0.9999333133273315,0.8577591206578639,0.9999,0.8570938607522384,0.9940100927792311,3332.3333333333335,0.9999499837446857,0.9998999699909973,0.9831435079726671,74000.0,1023040.0,0.8138233266192538,0.18617667338074612,74000.0,0.0,499028.0,703514.6787381199
75000.0,6.777203583,1.0553946900604543E-6,75000.0,0.9999333133273315,0.8577800885111554,0.9999,0.8570938607522384,0.9940100927792311,3332.3333333333335,0.9999499837446857,0.9998999699909973,0.9829157175398653,75000.0,1023040.0,0.8138233266192538,0.18617667338074612,75000.0,0.0,499028.0,703514.6787381199
76000.0,6.874307535,1.0813049498508749E-6,76000.0,0.9998999699909973,0.8577110084929644,0.9998,0.7499062148305761,0.9940100927792311,3332.3333333333335,0.9998999649874954,0.9997999399819946,0.9653758542141269,76000.0,1031424.0,0.7973295310983515,0.20267046890164847,76000.0,0.0,503220.0,709443.0619915879
77000.0,6.976020393,1.1090853623821465E-6,77000.0,0.9999979983826932,0.9946086249354081,0.9998,0.9950198607951495,0.9940100927792311,48.01960784313726,0.9998979123064055,0.999795835034708,0.9759375000000026,77000.0,1055760.0,0.8138233266192538,0.18617667338074612,77000.0,0.0,515388.0,726651.2126185437
78000.0,7.078785615,1.1377976337223378E-6,78000.0,0.9999611548948567,0.9896766344998988,0.9996,0.9900870603921075,0.9940100927792311,47.78048780487805,0.9974052168243298,0.9996937212863706,0.9513260530421268,78000.0,1080000.0,0.7973295310983515,0.2026704689016485,78000.0,0.0,527508.0,743791.4809945056
79000.0,7.200994545,1.1721518356419231E-6,79000.0,0.9999780678723432,0.9926670744409744,0.9997,0.9936860927353032,0.9940100927792311,40.1522633744856,0.9978379809200836,0.9997950189607462,0.9651982378854663,79000.0,1086624.0,0.7973295310983515,0.2026704689016485,79000.0,0.0,530820.0,748475.3563130853
80000.0,7.299473687,1.2001310798811749E-6,80000.0,0.9999041039494292,0.9907933392361851,0.9981,0.9779177918907622,0.9940100927792311,21.573363431151243,0.996852324639199,0.9982211991210631,0.8274687854710542,80000.0,1098232.0,0.0046169822866307785,0.9953830177133692,80000.0,0.0,536624.0,756683.4518290987
81000.0,7.407248929,1.2313755709500985E-6,81000.0,0.9996681370892072,0.9904708195794475,0.9981,0.9778709836417651,0.9999041039494292,21.624434389140273,0.9968473034421339,0.998221385227035,0.8253121452894423,81000.0,1120616.0,0.0046169822866307785,0.9953830177133692,81000.0,0.0,547816.0,772511.3300191785
82000.0,7.575574157,1.2807067561746597E-6,82000.0,0.9994375846818518,0.989993475785264,0.9981,0.9778709836417651,0.9999041039494292,21.624434389140273,0.9968473034421339,0.998221385227035,0.8231555051078301,82000.0,1132856.0,0.0046169822866307785,0.9953830177133692,82000.0,0.0,553936.0,781166.3170209017
83000.0,7.733233398,1.327379304390494E-6,83000.0,0.9992008778981195,0.9894836262456752,0.9981,0.9778709836417651,0.9999041039494292,21.624434389140273,0.9968473034421339,0.998221385227035,0.8209988649262191,83000.0,1144312.0,0.0046169822866307785,0.9953830177133692,83000.0,0.0,559664.0,789266.9323061749
84000.0,7.892607275,1.3747171077704555E-6,84000.0,0.9989629875804684,0.9889746007893827,0.9981,0.9778709836417651,0.9999041039494292,21.624434389140273,0.9968473034421339,0.998221385227035,0.8188422247446072,84000.0,1148136.0,0.0046169822866307785,0.9953830177133692,84000.0,0.0,561576.0,791970.9086374323
85000.0,8.049586277,1.4213435767460367E-6,85000.0,0.9987269909170873,0.9884916490679522,0.9981,0.9778709836417651,0.9999041039494292,21.624434389140273,0.9968473034421339,0.998221385227035,0.8166855845629953,85000.0,1148136.0,0.0046169822866307785,0.9953830177133692,85000.0,0.0,561576.0,791970.9086374323
86000.0,8.157851125,1.4535834723069767E-6,86000.0,0.9984951878369795,0.9876699344038091,0.9982,0.9790578304051911,0.9999041039494292,21.573363431151243,0.9969045691991071,0.9983258344668829,0.8244897959183656,86000.0,1151088.0,0.0046169822866307785,0.9953830177133692,86000.0,0.0,563052.0,794058.2878554949
87000.0,8.31161714,1.4993730370272075E-6,87000.0,0.9968824054515981,0.9838506862858091,0.9982,0.9629331874822898,0.9999041039494292,40.32231404958678,0.99504241517851,0.9983603197376512,0.822448979591835,87000.0,1151088.0,0.0046169822866307785,0.9953830177133692,87000.0,0.0,563052.0,794058.2878554949
88000.0,8.456819887,1.5427120390025381E-6,88000.0,0.9999719378090827,0.9874762423617249,0.9984,0.9669222611115351,0.9999041039494292,40.49377593360996,0.9971559343691007,0.9984629572702121,0.8403628117913781,88000.0,1153736.0,0.0046169822866307785,0.9953830177133692,88000.0,0.0,564376.0,795930.7066120768
89000.0,8.555369139,1.5721262637010238E-6,89000.0,0.9999664906409883,0.985700829514499,0.9984,0.9607224130185551,0.9999041039494292,48.75124378109453,0.9967455657987863,0.9984692315542403,0.838548752834462,89000.0,1153736.0,0.0046169822866307785,0.9953830177133692,89000.0,0.0,564376.0,795930.7066120768
90000.0,8.689467929,1.6094206856698192E-6,90000.0,0.9999982355567083,0.8968804808062826,0.9998,0.9820423262370612,0.9999041039494292,174.43859649122808,0.9822994862575031,1.0,0.9808102345415799,90000.0,1075032.0,0.0046169822866307785,0.9953830177133692,90000.0,0.0,525024.0,740278.5745055708
91000.0,8.86297392,1.6599875974761096E-6,91000.0,0.9999964632103137,0.9639362554069217,0.9997,0.9924027475716657,0.9999982355567083,48.504950495049506,0.9949864113479617,0.9998979383547663,0.9747922437673159,91000.0,1126560.0,0.0046169822866307785,0.9953830177133692,91000.0,0.0,550788.0,776714.3727265513
92000.0,8.962470631,1.6888992375459357E-6,92000.0,0.9999964632103137,0.9639015960187636,0.9997,0.9924027475716657,0.9999982355567083,48.504950495049506,0.9949864113479617,0.9998979383547663,0.9745152354570666,92000.0,1123224.0,0.0046169822866307785,0.9953830177133692,92000.0,0.0,549120.0,774355.464504513
